ref_id,marferret_name,tax_id,lineage.v1,data_type,data_source,pub_year,source_filename,seq_type,n_seqs_raw,aa_fasta,n_seqs_aa,Pfam34_raw_file,source_name,addnl_id,source_reference,source_link,source_filename
696,Skeletonema_marinoi,267567,diatom,TSA,MMETSP,2014,MMETSP1040.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,23753,MMETSP1040.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,23753,MMETSP1040.pep.PFAM34.0.domtblout.tab,"Skeletonema marinoi, Strain FE60",MMETSP1040,"Keeling et al., 2014",,
697,Skeletonema_marinoi,267567,diatom,TSA,MMETSP,2014,MMETSP1428.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,28831,MMETSP1428.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,28831,MMETSP1428.pep.PFAM34.0.domtblout.tab,"Skeletonema marinoi, Strain UNC1201",MMETSP1428,"Keeling et al., 2014",,
698,Skeletonema_japonicum,267983,diatom,TSA,MMETSP,2014,MMETSP0593.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,27627,MMETSP0593.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,27627,MMETSP0593.pep.PFAM34.0.domtblout.tab,"Skeletonema japonicum, Strain CCMP2506",MMETSP0593,"Keeling et al., 2014",,
699,Apocalathium_aciculiferum,268820,dinoflagellate,TSA,MMETSP,2014,MMETSP0370.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,96912,MMETSP0370.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,96912,MMETSP0370.pep.PFAM34.0.domtblout.tab,"Peridinium aciculiferum, Strain PAER-2",MMETSP0370,"Keeling et al., 2014",,
700,Apocalathium_aciculiferum,268820,dinoflagellate,TSA,MMETSP,2014,MMETSP0371.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,96144,MMETSP0371.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,96144,MMETSP0371.pep.PFAM34.0.domtblout.tab,"Peridinium aciculiferum, Strain PAER-2",MMETSP0371,"Keeling et al., 2014",,
701,Scrippsiella_hangoei,268821,dinoflagellate,TSA,MMETSP,2014,MMETSP0359.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,190185,MMETSP0359.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,190185,MMETSP0359.pep.PFAM34.0.domtblout.tab,"Scrippsiella Hangoei, Strain SHTV-5",MMETSP0359,"Keeling et al., 2014",,
702,Scrippsiella_hangoei,268821,dinoflagellate,TSA,MMETSP,2014,MMETSP0360.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,102608,MMETSP0360.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,102608,MMETSP0360.pep.PFAM34.0.domtblout.tab,"Scrippsiella Hangoei, Strain SHTV-5",MMETSP0360,"Keeling et al., 2014",,
703,Scrippsiella_hangoei,268821,dinoflagellate,TSA,MMETSP,2014,MMETSP0361.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,194196,MMETSP0361.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,194196,MMETSP0361.pep.PFAM34.0.domtblout.tab,"Scrippsiella Hangoei, Strain SHTV-5",MMETSP0361,"Keeling et al., 2014",,
704,Mesodinium_pulex,283647,ciliate,TSA,MMETSP,2014,MMETSP0467.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,90046,MMETSP0467.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,90046,MMETSP0467.pep.PFAM34.0.domtblout.tab,Mesodinium pulex SPMC105,MMETSP0467,"Keeling et al., 2014",,
705,Mesodinium_rubrum_CCMP2563,1203004,ciliate,TSA,MMETSP,2014,MMETSP0798.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,23489,MMETSP0798.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,23489,MMETSP0798.pep.PFAM34.0.domtblout.tab,"Myrionecta rubra, Strain CCMP2563",MMETSP0798,"Keeling et al., 2014",,
706,Debaryomyces_hansenii_CBS767,284592,fungus,TSA,MMETSP,2014,MMETSP0232.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,212,MMETSP0232.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,212,MMETSP0232.pep.PFAM34.0.domtblout.tab,"Debaryomyces hansenii, Strain J26",MMETSP0232,"Keeling et al., 2014",,
707,Debaryomyces_hansenii_CBS767,284592,fungus,TSA,MMETSP,2014,MMETSP0233.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,8909,MMETSP0233.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,8909,MMETSP0233.pep.PFAM34.0.domtblout.tab,"Debaryomyces hansenii, Strain J26",MMETSP0233,"Keeling et al., 2014",,
708,Debaryomyces_hansenii_CBS767,284592,fungus,TSA,MMETSP,2014,MMETSP0234.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,9012,MMETSP0234.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,9012,MMETSP0234.pep.PFAM34.0.domtblout.tab,"Debaryomyces hansenii, Strain J26",MMETSP0234,"Keeling et al., 2014",,
709,Debaryomyces_hansenii_CBS767,284592,fungus,TSA,MMETSP,2014,MMETSP0235.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,7532,MMETSP0235.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,7532,MMETSP0235.pep.PFAM34.0.domtblout.tab,"Debaryomyces hansenii, Strain J26",MMETSP0235,"Keeling et al., 2014",,
710,Chrysocystis_fragilis,1411660,ochrophyte,TSA,MMETSP,2014,MMETSP1165.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32101,MMETSP1165.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,32101,MMETSP1165.pep.PFAM34.0.domtblout.tab,"Chrysocystis fragilis, Strain CCMP3189",MMETSP1165,"Keeling et al., 2014",,
711,Togula_jolla,285029,dinoflagellate,TSA,MMETSP,2014,MMETSP0224.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,63482,MMETSP0224.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,63482,MMETSP0224.pep.PFAM34.0.domtblout.tab,"Togula jolla, Strain CCCM 725",MMETSP0224,"Keeling et al., 2014",,
712,Gyrodinium_dominans,285985,dinoflagellate,TSA,MMETSP,2014,MMETSP1148.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,63,MMETSP1148.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,63,MMETSP1148.pep.PFAM34.0.domtblout.tab,"Gyrodinium dominans, Strain SPMC 103",MMETSP1148,"Keeling et al., 2014",,
713,Cladocopium_sp_C1,2558453,dinoflagellate,TSA,MMETSP,2014,MMETSP1367.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,70797,MMETSP1367.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,70797,MMETSP1367.pep.PFAM34.0.domtblout.tab,"Symbiodinium sp., Strain C1",MMETSP1367,"Keeling et al., 2014",,
714,Cladocopium_sp_C1,2558453,dinoflagellate,TSA,MMETSP,2014,MMETSP1369.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,75686,MMETSP1369.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,75686,MMETSP1369.pep.PFAM34.0.domtblout.tab,"Symbiodinium sp., Strain C1",MMETSP1369,"Keeling et al., 2014",,
715,Pavlova_sp_CCMP459,298111,haptophyte,TSA,MMETSP,2014,MMETSP1139.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,25636,MMETSP1139.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,25636,MMETSP1139.pep.PFAM34.0.domtblout.tab,"Pavlova sp., Strain CCMP459",MMETSP1139,"Keeling et al., 2014",,
716,Pavlova_sp_CCMP459,298111,haptophyte,TSA,MMETSP,2014,MMETSP1140.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26497,MMETSP1140.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,26497,MMETSP1140.pep.PFAM34.0.domtblout.tab,"Pavlova sp., Strain CCMP459",MMETSP1140,"Keeling et al., 2014",,
717,Pavlova_sp_CCMP459,298111,haptophyte,TSA,MMETSP,2014,MMETSP1381.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,17512,MMETSP1381.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,17512,MMETSP1381.pep.PFAM34.0.domtblout.tab,"Pavlova sp., Strain CCMP459",MMETSP1381,"Keeling et al., 2014",,
718,Rhodomonas_sp,302021,cryptophyte,TSA,MMETSP,2014,MMETSP1091.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,38769,MMETSP1091.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,38769,MMETSP1091.pep.PFAM34.0.domtblout.tab,"Rhodomonas sp., Strain CCMP768",MMETSP1091,"Keeling et al., 2014",,
719,Rhodomonas_sp,302021,cryptophyte,TSA,MMETSP,2014,MMETSP1389.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,41363,MMETSP1389.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,41363,MMETSP1389.pep.PFAM34.0.domtblout.tab,"Rhodomonas sp., Strain CCMP768",MMETSP1389,"Keeling et al., 2014",,
720,Pseudokeronopsis_sp,1634380,ciliate,TSA,MMETSP,2014,MMETSP0211.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,22355,MMETSP0211.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,22355,MMETSP0211.pep.PFAM34.0.domtblout.tab,"Pseudokeronopsis sp., Strain OXSARD2",MMETSP0211,"Keeling et al., 2014",,
721,Pseudokeronopsis_sp,1634380,ciliate,TSA,MMETSP,2014,MMETSP1396.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,20393,MMETSP1396.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,20393,MMETSP1396.pep.PFAM34.0.domtblout.tab,"Pseudokeronopsis sp., Strain Brazil",MMETSP1396,"Keeling et al., 2014",,
722,Alexandrium_monilatum,311494,dinoflagellate,TSA,MMETSP,2014,MMETSP0093.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,116040,MMETSP0093.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,116040,MMETSP0093.pep.PFAM34.0.domtblout.tab,"Alexandrium monilatum, Strain CCMP3105",MMETSP0093,"Keeling et al., 2014",,
723,Alexandrium_monilatum,311494,dinoflagellate,TSA,MMETSP,2014,MMETSP0095.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,123120,MMETSP0095.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,123120,MMETSP0095.pep.PFAM34.0.domtblout.tab,"Alexandrium monilatum, Strain CCMP3105",MMETSP0095,"Keeling et al., 2014",,
724,Alexandrium_monilatum,311494,dinoflagellate,TSA,MMETSP,2014,MMETSP0096.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,120231,MMETSP0096.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,120231,MMETSP0096.pep.PFAM34.0.domtblout.tab,"Alexandrium monilatum, Strain CCMP3105",MMETSP0096,"Keeling et al., 2014",,
725,Alexandrium_monilatum,311494,dinoflagellate,TSA,MMETSP,2014,MMETSP0097.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,129825,MMETSP0097.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,129825,MMETSP0097.pep.PFAM34.0.domtblout.tab,"Alexandrium monilatum, Strain CCMP3105",MMETSP0097,"Keeling et al., 2014",,
726,Neobodo_designis,312471,other,TSA,MMETSP,2014,MMETSP1114.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,62912,MMETSP1114.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,62912,MMETSP1114.pep.PFAM34.0.domtblout.tab,"Neobodo designis, Strain CCAP 1951/1",MMETSP1114,"Keeling et al., 2014",,
727,Perkinsus_chesapeaki_ATCC_PRA-65,321610,alveolate,TSA,MMETSP,2014,MMETSP0924.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18692,MMETSP0924.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,18692,MMETSP0924.pep.PFAM34.0.domtblout.tab,"Perkinsus chesapeaki, Strain ATCC PRA-65",MMETSP0924,"Keeling et al., 2014",,
728,Chlamydomonas_sp_CCMP219,327068,chlorophyte,TSA,MMETSP,2014,MMETSP0063.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,37233,MMETSP0063.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,37233,MMETSP0063.pep.PFAM34.0.domtblout.tab,"Chlamydomonas euryale, Strain CCMP219",MMETSP0063,"Keeling et al., 2014",,
729,Alexandrium_andersonii,327968,dinoflagellate,TSA,MMETSP,2014,MMETSP1436.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,80901,MMETSP1436.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,80901,MMETSP1436.pep.PFAM34.0.domtblout.tab,"Alexandrium andersonii, Strain CCMP2222",MMETSP1436,"Keeling et al., 2014",,
730,Lankesteria_abbottii,340204,alveolate,TSA,MMETSP,2014,MMETSP0372.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,1798,MMETSP0372.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,1798,MMETSP0372.pep.PFAM34.0.domtblout.tab,Lankesteria abbottii Grappler Inlet BC,MMETSP0372,"Keeling et al., 2014",,
731,Fabrea_salina,342563,ciliate,TSA,MMETSP,2014,MMETSP1345.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,17402,MMETSP1345.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,17402,MMETSP1345.pep.PFAM34.0.domtblout.tab,Fabrea Fabrea salina,MMETSP1345,"Keeling et al., 2014",,
732,Chromerida_sp_RM11,348535,alveolate,TSA,MMETSP,2014,MMETSP0288.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,43270,MMETSP0288.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,43270,MMETSP0288.pep.PFAM34.0.domtblout.tab,"Alveolata sp., Strain CCMP3155",MMETSP0288,"Keeling et al., 2014",,
733,Rhodomonas_lens,354590,cryptophyte,TSA,MMETSP,2014,MMETSP0484.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,56677,MMETSP0484.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,56677,MMETSP0484.pep.PFAM34.0.domtblout.tab,"Rhodomonas lens, Strain RHODO",MMETSP0484,"Keeling et al., 2014",,
734,Helicotheca_tamensis,374047,diatom,TSA,MMETSP,2014,MMETSP1171.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,16089,MMETSP1171.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,16089,MMETSP1171.pep.PFAM34.0.domtblout.tab,"Helicotheca tamensis, Strain CCMP826",MMETSP1171,"Keeling et al., 2014",,
735,Cladocopium_sp_C15,377605,dinoflagellate,TSA,MMETSP,2014,MMETSP1370.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,60282,MMETSP1370.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,60282,MMETSP1370.pep.PFAM34.0.domtblout.tab,"Symbiodinium sp., Strain C15",MMETSP1370,"Keeling et al., 2014",,
736,Cladocopium_sp_C15,377605,dinoflagellate,TSA,MMETSP,2014,MMETSP1371.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,63146,MMETSP1371.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,63146,MMETSP1371.pep.PFAM34.0.domtblout.tab,"Symbiodinium sp., Strain C15",MMETSP1371,"Keeling et al., 2014",,
737,Thalassiosira_miniscula,385413,diatom,TSA,MMETSP,2014,MMETSP0737.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,44617,MMETSP0737.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,44617,MMETSP0737.pep.PFAM34.0.domtblout.tab,"Thalassiosira miniscula, Strain CCMP1093",MMETSP0737,"Keeling et al., 2014",,
738,Thalassiosira_miniscula,385413,diatom,TSA,MMETSP,2014,MMETSP0738.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,28002,MMETSP0738.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,28002,MMETSP0738.pep.PFAM34.0.domtblout.tab,"Thalassiosira miniscula, Strain CCMP1093",MMETSP0738,"Keeling et al., 2014",,
739,Thalassiosira_miniscula,385413,diatom,TSA,MMETSP,2014,MMETSP0739.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,36904,MMETSP0739.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,36904,MMETSP0739.pep.PFAM34.0.domtblout.tab,"Thalassiosira miniscula, Strain CCMP1093",MMETSP0739,"Keeling et al., 2014",,
740,Thalassiosira_miniscula,385413,diatom,TSA,MMETSP,2014,MMETSP0740.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,25222,MMETSP0740.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,25222,MMETSP0740.pep.PFAM34.0.domtblout.tab,"Thalassiosira miniscula, Strain CCMP1093",MMETSP0740,"Keeling et al., 2014",,
741,Durinskia_baltica,400756,dinoflagellate,TSA,MMETSP,2014,MMETSP0116.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,125873,MMETSP0116.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,125873,MMETSP0116.pep.PFAM34.0.domtblout.tab,"Durinskia baltica, Strain CSIRO CS-38",MMETSP0116,"Keeling et al., 2014",,
742,Durinskia_baltica,400756,dinoflagellate,TSA,MMETSP,2014,MMETSP0117.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,77597,MMETSP0117.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,77597,MMETSP0117.pep.PFAM34.0.domtblout.tab,"Durinskia baltica, Strain CSIRO CS-38",MMETSP0117,"Keeling et al., 2014",,
743,Karlodinium_micrum,407301,dinoflagellate,TSA,MMETSP,2014,MMETSP1015.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,101339,MMETSP1015.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,101339,MMETSP1015.pep.PFAM34.0.domtblout.tab,"Karlodinium micrum, Strain CCMP2283",MMETSP1015,"Keeling et al., 2014",,
744,Karlodinium_micrum,407301,dinoflagellate,TSA,MMETSP,2014,MMETSP1016.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,102445,MMETSP1016.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,102445,MMETSP1016.pep.PFAM34.0.domtblout.tab,"Karlodinium micrum, Strain CCMP2283",MMETSP1016,"Keeling et al., 2014",,
745,Karlodinium_micrum,407301,dinoflagellate,TSA,MMETSP,2014,MMETSP1017.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,100494,MMETSP1017.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,100494,MMETSP1017.pep.PFAM34.0.domtblout.tab,"Karlodinium micrum, Strain CCMP2283",MMETSP1017,"Keeling et al., 2014",,
746,Chrysochromulina_rotalis,412157,haptophyte,TSA,MMETSP,2014,MMETSP0287.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,49880,MMETSP0287.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,49880,MMETSP0287.pep.PFAM34.0.domtblout.tab,Chrysochromulina rotalis UIO044,MMETSP0287,"Keeling et al., 2014",,
747,Scyphosphaera_apsteinii,418940,haptophyte,TSA,MMETSP,2014,MMETSP1333.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,57950,MMETSP1333.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,57950,MMETSP1333.pep.PFAM34.0.domtblout.tab,Scyphosphaera apsteinii RCC1455,MMETSP1333,"Keeling et al., 2014",,
748,Thalassiosira_gravida,420259,diatom,TSA,MMETSP,2014,MMETSP0492.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,20238,MMETSP0492.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,20238,MMETSP0492.pep.PFAM34.0.domtblout.tab,"Thalassiosira gravida, Strain GMp14c1",MMETSP0492,"Keeling et al., 2014",,
749,Thalassiosira_gravida,420259,diatom,TSA,MMETSP,2014,MMETSP0493.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,30253,MMETSP0493.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,30253,MMETSP0493.pep.PFAM34.0.domtblout.tab,"Thalassiosira gravida, Strain GMp14c1",MMETSP0493,"Keeling et al., 2014",,
750,Thalassiosira_gravida,420259,diatom,TSA,MMETSP,2014,MMETSP0494.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,29979,MMETSP0494.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,29979,MMETSP0494.pep.PFAM34.0.domtblout.tab,"Thalassiosira gravida, Strain GMp14c1",MMETSP0494,"Keeling et al., 2014",,
751,Thalassiosira_antarctica,420261,diatom,TSA,MMETSP,2014,MMETSP0902.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,37008,MMETSP0902.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,37008,MMETSP0902.pep.PFAM34.0.domtblout.tab,"Thalassiosira antarctica, Strain CCMP982",MMETSP0902,"Keeling et al., 2014",,
752,Thalassiosira_antarctica,420261,diatom,TSA,MMETSP,2014,MMETSP0903.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,37457,MMETSP0903.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,37457,MMETSP0903.pep.PFAM34.0.domtblout.tab,"Thalassiosira antarctica, Strain CCMP982",MMETSP0903,"Keeling et al., 2014",,
753,Thalassiosira_antarctica,420261,diatom,TSA,MMETSP,2014,MMETSP0904.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,33207,MMETSP0904.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,33207,MMETSP0904.pep.PFAM34.0.domtblout.tab,"Thalassiosira antarctica, Strain CCMP982",MMETSP0904,"Keeling et al., 2014",,
754,Thalassiosira_antarctica,420261,diatom,TSA,MMETSP,2014,MMETSP0905.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,37272,MMETSP0905.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,37272,MMETSP0905.pep.PFAM34.0.domtblout.tab,"Thalassiosira antarctica, Strain CCMP982",MMETSP0905,"Keeling et al., 2014",,
755,Attheya_septentrionalis,420275,diatom,TSA,MMETSP,2014,MMETSP1449.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26388,MMETSP1449.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,26388,MMETSP1449.pep.PFAM34.0.domtblout.tab,"Attheya septentrionalis, Strain CCMP2084",MMETSP1449,"Keeling et al., 2014",,
756,Proboscia_inermis,420281,diatom,TSA,MMETSP,2014,MMETSP0816.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32488,MMETSP0816.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,32488,MMETSP0816.pep.PFAM34.0.domtblout.tab,"Proboscia inermis, Strain CCAP1064/1",MMETSP0816,"Keeling et al., 2014",,
757,Ochromonas_sp_CCMP1393,420556,ochrophyte,TSA,MMETSP,2014,MMETSP0004.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,28581,MMETSP0004.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,28581,MMETSP0004.pep.PFAM34.0.domtblout.tab,"Ochromonas sp., Strain CCMP1393",MMETSP0004,"Keeling et al., 2014",,
758,Ochromonas_sp_CCMP1393,420556,ochrophyte,TSA,MMETSP,2014,MMETSP0005.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,28118,MMETSP0005.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,28118,MMETSP0005.pep.PFAM34.0.domtblout.tab,"Ochromonas sp., Strain CCMP1393",MMETSP0005,"Keeling et al., 2014",,
759,Chaetoceros_dichaeta,420782,diatom,TSA,MMETSP,2014,MMETSP1447.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,27885,MMETSP1447.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,27885,MMETSP1447.pep.PFAM34.0.domtblout.tab,"Chaetoceros dichaeta, Strain CCMP1751",MMETSP1447,"Keeling et al., 2014",,
760,Chaetoceros_affinis,426623,diatom,TSA,MMETSP,2014,MMETSP0088.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,2324,MMETSP0088.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,2324,MMETSP0088.pep.PFAM34.0.domtblout.tab,"Chaetoceros affinis, Strain CCMP159",MMETSP0088,"Keeling et al., 2014",,
761,Chaetoceros_affinis,426623,diatom,TSA,MMETSP,2014,MMETSP0090.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,24279,MMETSP0090.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,24279,MMETSP0090.pep.PFAM34.0.domtblout.tab,"Chaetoceros affinis, Strain CCMP159",MMETSP0090,"Keeling et al., 2014",,
762,Chaetoceros_affinis,426623,diatom,TSA,MMETSP,2014,MMETSP0091.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,21157,MMETSP0091.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,21157,MMETSP0091.pep.PFAM34.0.domtblout.tab,"Chaetoceros affinis, Strain CCMP159",MMETSP0091,"Keeling et al., 2014",,
763,Chaetoceros_affinis,426623,diatom,TSA,MMETSP,2014,MMETSP0092.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,6328,MMETSP0092.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,6328,MMETSP0092.pep.PFAM34.0.domtblout.tab,"Chaetoceros affinis, Strain CCMP159",MMETSP0092,"Keeling et al., 2014",,
764,Chaetoceros_brevis,426625,diatom,TSA,MMETSP,2014,MMETSP1435.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,4954,MMETSP1435.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,4954,MMETSP1435.pep.PFAM34.0.domtblout.tab,"Chaetoceros brevis, Strain CCMP164",MMETSP1435,"Keeling et al., 2014",,
765,Gambierdiscus_australes,439317,dinoflagellate,TSA,MMETSP,2014,MMETSP0766.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,85094,MMETSP0766.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,85094,MMETSP0766.pep.PFAM34.0.domtblout.tab,"Gambierdiscus australes, Strain CAWD 149",MMETSP0766,"Keeling et al., 2014",,
766,Scrippsiella_hangoei,447022,dinoflagellate,TSA,MMETSP,2014,MMETSP0367.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,106640,MMETSP0367.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,106640,MMETSP0367.pep.PFAM34.0.domtblout.tab,"Scrippsiella hangoei-like, Strain SHHI-4",MMETSP0367,"Keeling et al., 2014",,
767,Scrippsiella_hangoei,447022,dinoflagellate,TSA,MMETSP,2014,MMETSP0368.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,106158,MMETSP0368.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,106158,MMETSP0368.pep.PFAM34.0.domtblout.tab,"Scrippsiella hangoei-like, Strain SHHI-4",MMETSP0368,"Keeling et al., 2014",,
