ref_id,tax_id,source_filename,seq_type,n_seqs_raw,aa_fasta,n_seqs_aa,Pfam34_raw_file
366,1659424,MMETSP1080.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,27917,MMETSP1080.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,27917,MMETSP1080.pep.PFAM34.0.domtblout.tab
367,2509521,MMETSP1082.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,21869,MMETSP1082.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,21869,MMETSP1082.pep.PFAM34.0.domtblout.tab
368,2509521,MMETSP1084.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,24433,MMETSP1084.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,24433,MMETSP1084.pep.PFAM34.0.domtblout.tab
369,2509521,MMETSP1386.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,21899,MMETSP1386.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,21899,MMETSP1386.pep.PFAM34.0.domtblout.tab
370,2509521,MMETSP1387.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,24941,MMETSP1387.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,24941,MMETSP1387.pep.PFAM34.0.domtblout.tab
371,1442574,MMETSP1390.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,338,MMETSP1390.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,338,MMETSP1390.pep.PFAM34.0.domtblout.tab
372,1659427,MMETSP1393.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,17394,MMETSP1393.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,17394,MMETSP1393.pep.PFAM34.0.domtblout.tab
373,2509521,MMETSP1400.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26030,MMETSP1400.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,26030,MMETSP1400.pep.PFAM34.0.domtblout.tab
374,38833,MMETSP1401.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26894,MMETSP1401.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,26894,MMETSP1401.pep.PFAM34.0.domtblout.tab
375,38833,MMETSP1402.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,23564,MMETSP1402.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,23564,MMETSP1402.pep.PFAM34.0.domtblout.tab
376,38833,MMETSP1403.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,25554,MMETSP1403.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,25554,MMETSP1403.pep.PFAM34.0.domtblout.tab
377,38833,MMETSP1404.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,24716,MMETSP1404.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,24716,MMETSP1404.pep.PFAM34.0.domtblout.tab
378,2829,MMETSP0292.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31904,MMETSP0292.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,31904,MMETSP0292.pep.PFAM34.0.domtblout.tab
379,2829,MMETSP0294.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,39032,MMETSP0294.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,39032,MMETSP0294.pep.PFAM34.0.domtblout.tab
380,2829,MMETSP0295.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32055,MMETSP0295.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,32055,MMETSP0295.pep.PFAM34.0.domtblout.tab
381,2829,MMETSP0296.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,30489,MMETSP0296.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,30489,MMETSP0296.pep.PFAM34.0.domtblout.tab
382,1203019,MMETSP0784.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,120607,MMETSP0784.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,120607,MMETSP0784.pep.PFAM34.0.domtblout.tab
383,39448,MMETSP0252.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,3,MMETSP0252.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,3,MMETSP0252.pep.PFAM34.0.domtblout.tab
384,39449,MMETSP0267.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,106138,MMETSP0267.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,106138,MMETSP0267.pep.PFAM34.0.domtblout.tab
385,39449,MMETSP0268.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,54977,MMETSP0268.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,54977,MMETSP0268.pep.PFAM34.0.domtblout.tab
386,39449,MMETSP0269.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,111804,MMETSP0269.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,111804,MMETSP0269.pep.PFAM34.0.domtblout.tab
387,39449,MMETSP0053.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,105381,MMETSP0053.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,105381,MMETSP0053.pep.PFAM34.0.domtblout.tab
388,39449,MMETSP0055.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,94801,MMETSP0055.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,94801,MMETSP0055.pep.PFAM34.0.domtblout.tab
389,39449,MMETSP0056.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,113621,MMETSP0056.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,113621,MMETSP0056.pep.PFAM34.0.domtblout.tab
390,39449,MMETSP0057.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,117770,MMETSP0057.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,117770,MMETSP0057.pep.PFAM34.0.domtblout.tab
391,39455,MMETSP0328.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,47716,MMETSP0328.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,47716,MMETSP0328.pep.PFAM34.0.domtblout.tab
392,40633,MMETSP0210.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,4010,MMETSP0210.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,4010,MMETSP0210.pep.PFAM34.0.domtblout.tab
393,40639,MMETSP1129.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26497,MMETSP1129.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,26497,MMETSP1129.pep.PFAM34.0.domtblout.tab
394,40639,MMETSP1130.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,931,MMETSP1130.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,931,MMETSP1130.pep.PFAM34.0.domtblout.tab
395,40639,MMETSP1131.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,8083,MMETSP1131.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,8083,MMETSP1131.pep.PFAM34.0.domtblout.tab
396,40639,MMETSP1132.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,29285,MMETSP1132.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,29285,MMETSP1132.pep.PFAM34.0.domtblout.tab
397,41875,MMETSP1399.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,12087,MMETSP1399.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,12087,MMETSP1399.pep.PFAM34.0.domtblout.tab
398,41875,MMETSP1460.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,13792,MMETSP1460.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,13792,MMETSP1460.pep.PFAM34.0.domtblout.tab
399,1461544,MMETSP1085.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,15925,MMETSP1085.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,15925,MMETSP1085.pep.PFAM34.0.domtblout.tab
400,41880,MMETSP1316.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,17207,MMETSP1316.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,17207,MMETSP1316.pep.PFAM34.0.domtblout.tab
401,41880,MMETSP1471.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,13341,MMETSP1471.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,13341,MMETSP1471.pep.PFAM34.0.domtblout.tab
402,41880,MMETSP1459.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,15573,MMETSP1459.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,15573,MMETSP1459.pep.PFAM34.0.domtblout.tab
403,41880,MMETSP1472.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,11335,MMETSP1472.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,11335,MMETSP1472.pep.PFAM34.0.domtblout.tab
404,43686,MMETSP1338.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,87914,MMETSP1338.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,87914,MMETSP1338.pep.PFAM34.0.domtblout.tab
405,44056,MMETSP0914.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,54499,MMETSP0914.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,54499,MMETSP0914.pep.PFAM34.0.domtblout.tab
406,44056,MMETSP0915.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,45854,MMETSP0915.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,45854,MMETSP0915.pep.PFAM34.0.domtblout.tab
407,44056,MMETSP0916.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,45488,MMETSP0916.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,45488,MMETSP0916.pep.PFAM34.0.domtblout.tab
408,44056,MMETSP0917.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,45638,MMETSP0917.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,45638,MMETSP0917.pep.PFAM34.0.domtblout.tab
409,44058,MMETSP0890.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,20169,MMETSP0890.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,20169,MMETSP0890.pep.PFAM34.0.domtblout.tab
410,44058,MMETSP0891.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,19674,MMETSP0891.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,19674,MMETSP0891.pep.PFAM34.0.domtblout.tab
411,44058,MMETSP0892.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,20059,MMETSP0892.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,20059,MMETSP0892.pep.PFAM34.0.domtblout.tab
412,44058,MMETSP0893.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,21606,MMETSP0893.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,21606,MMETSP0893.pep.PFAM34.0.domtblout.tab
413,44440,MMETSP0947.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32547,MMETSP0947.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,32547,MMETSP0947.pep.PFAM34.0.domtblout.tab
414,44440,MMETSP0948.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,30948,MMETSP0948.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,30948,MMETSP0948.pep.PFAM34.0.domtblout.tab
415,44440,MMETSP0949.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,30297,MMETSP0949.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,30297,MMETSP0949.pep.PFAM34.0.domtblout.tab
416,44440,MMETSP0950.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32690,MMETSP0950.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,32690,MMETSP0950.pep.PFAM34.0.domtblout.tab
417,44445,MMETSP0139.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26497,MMETSP0139.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,26497,MMETSP0139.pep.PFAM34.0.domtblout.tab
418,44445,MMETSP0140.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26626,MMETSP0140.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,26626,MMETSP0140.pep.PFAM34.0.domtblout.tab
419,44445,MMETSP0141.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,25819,MMETSP0141.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,25819,MMETSP0141.pep.PFAM34.0.domtblout.tab
420,44445,MMETSP0142.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26086,MMETSP0142.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,26086,MMETSP0142.pep.PFAM34.0.domtblout.tab
421,44447,MMETSP0327.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,24443,MMETSP0327.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,24443,MMETSP0327.pep.PFAM34.0.domtblout.tab
422,44447,MMETSP1432.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,21199,MMETSP1432.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,21199,MMETSP1432.pep.PFAM34.0.domtblout.tab
423,44452,MMETSP1466.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,28477,MMETSP1466.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,28477,MMETSP1466.pep.PFAM34.0.domtblout.tab
424,1764295,MMETSP1469.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18419,MMETSP1469.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,18419,MMETSP1469.pep.PFAM34.0.domtblout.tab
425,46462,MMETSP1018.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,243,MMETSP1018.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,243,MMETSP1018.pep.PFAM34.0.domtblout.tab
426,46462,MMETSP1019.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,1653,MMETSP1019.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,1653,MMETSP1019.pep.PFAM34.0.domtblout.tab
427,2864123,MMETSP1102.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,64266,MMETSP1102.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,64266,MMETSP1102.pep.PFAM34.0.domtblout.tab
428,1202989,MMETSP0799.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,72274,MMETSP0799.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,72274,MMETSP0799.pep.PFAM34.0.domtblout.tab
429,46948,MMETSP1101.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,62137,MMETSP1101.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,62137,MMETSP1101.pep.PFAM34.0.domtblout.tab
430,47934,MMETSP0797.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,130982,MMETSP0797.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,130982,MMETSP0797.pep.PFAM34.0.domtblout.tab
431,1537840,MMETSP1429.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,19097,MMETSP1429.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,19097,MMETSP1429.pep.PFAM34.0.domtblout.tab
432,49249,MMETSP1062.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,34845,MMETSP1062.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,34845,MMETSP1062.pep.PFAM34.0.domtblout.tab
433,49249,MMETSP1063.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,33605,MMETSP1063.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,33605,MMETSP1063.pep.PFAM34.0.domtblout.tab
434,49249,MMETSP0998.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32307,MMETSP0998.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,32307,MMETSP0998.pep.PFAM34.0.domtblout.tab
435,49249,MMETSP1001.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,27815,MMETSP1001.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,27815,MMETSP1001.pep.PFAM34.0.domtblout.tab
436,49249,MMETSP1002.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,2063,MMETSP1002.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,2063,MMETSP1002.pep.PFAM34.0.domtblout.tab
437,49249,MMETSP1005.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,21238,MMETSP1005.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,21238,MMETSP1005.pep.PFAM34.0.domtblout.tab
438,49249,MMETSP1010.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,29476,MMETSP1010.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,29476,MMETSP1010.pep.PFAM34.0.domtblout.tab
439,49249,MMETSP1012.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,58956,MMETSP1012.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,58956,MMETSP1012.pep.PFAM34.0.domtblout.tab
440,49249,MMETSP1013.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,28753,MMETSP1013.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,28753,MMETSP1013.pep.PFAM34.0.domtblout.tab
441,49252,MMETSP1437.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,20767,MMETSP1437.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,20767,MMETSP1437.pep.PFAM34.0.domtblout.tab
442,49265,MMETSP0403.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,38122,MMETSP0403.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,38122,MMETSP0403.pep.PFAM34.0.domtblout.tab
443,49265,MMETSP0404.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,39612,MMETSP0404.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,39612,MMETSP0404.pep.PFAM34.0.domtblout.tab
444,49265,MMETSP0910.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,33479,MMETSP0910.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,33479,MMETSP0910.pep.PFAM34.0.domtblout.tab
445,49265,MMETSP0911.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,22508,MMETSP0911.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,22508,MMETSP0911.pep.PFAM34.0.domtblout.tab
446,49265,MMETSP0912.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,864,MMETSP0912.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,864,MMETSP0912.pep.PFAM34.0.domtblout.tab
447,49265,MMETSP0913.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18502,MMETSP0913.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,18502,MMETSP0913.pep.PFAM34.0.domtblout.tab
448,49980,MMETSP1397.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,39133,MMETSP1397.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,39133,MMETSP1397.pep.PFAM34.0.domtblout.tab
449,51329,MMETSP0052.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,28769,MMETSP0052.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,28769,MMETSP0052.pep.PFAM34.0.domtblout.tab
450,52970,MMETSP1047.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,55466,MMETSP1047.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,55466,MMETSP1047.pep.PFAM34.0.domtblout.tab
451,1411683,MMETSP1170.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,11304,MMETSP1170.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,11304,MMETSP1170.pep.PFAM34.0.domtblout.tab
452,63592,MMETSP0491.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,30910,MMETSP0491.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,30910,MMETSP0491.pep.PFAM34.0.domtblout.tab
453,63605,MMETSP0758.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,14173,MMETSP0758.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,14173,MMETSP0758.pep.PFAM34.0.domtblout.tab
454,63605,MMETSP0759.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,16375,MMETSP0759.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,16375,MMETSP0759.pep.PFAM34.0.domtblout.tab
455,66468,MMETSP0448.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,94244,MMETSP0448.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,94244,MMETSP0448.pep.PFAM34.0.domtblout.tab
456,66791,MMETSP1439.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,65109,MMETSP1439.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,65109,MMETSP1439.pep.PFAM34.0.domtblout.tab
457,1577725,MMETSP0878.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32264,MMETSP0878.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,32264,MMETSP0878.pep.PFAM34.0.domtblout.tab
458,1577725,MMETSP0879.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32548,MMETSP0879.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,32548,MMETSP0879.pep.PFAM34.0.domtblout.tab
459,1577725,MMETSP0880.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31731,MMETSP0880.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,31731,MMETSP0880.pep.PFAM34.0.domtblout.tab
460,1577725,MMETSP0881.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32432,MMETSP0881.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,32432,MMETSP0881.pep.PFAM34.0.domtblout.tab
461,1577725,MMETSP0898.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,33704,MMETSP0898.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,33704,MMETSP0898.pep.PFAM34.0.domtblout.tab
462,1577725,MMETSP0899.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,33780,MMETSP0899.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,33780,MMETSP0899.pep.PFAM34.0.domtblout.tab
463,1577725,MMETSP0900.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,34319,MMETSP0900.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,34319,MMETSP0900.pep.PFAM34.0.domtblout.tab
464,1577725,MMETSP0901.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32004,MMETSP0901.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,32004,MMETSP0901.pep.PFAM34.0.domtblout.tab
465,1577725,MMETSP1405.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,33350,MMETSP1405.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,33350,MMETSP1405.pep.PFAM34.0.domtblout.tab
466,1577725,MMETSP1406.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32096,MMETSP1406.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,32096,MMETSP1406.pep.PFAM34.0.domtblout.tab
467,1577725,MMETSP1407.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,33595,MMETSP1407.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,33595,MMETSP1407.pep.PFAM34.0.domtblout.tab
468,1577725,MMETSP1408.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32395,MMETSP1408.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,32395,MMETSP1408.pep.PFAM34.0.domtblout.tab
469,1577725,MMETSP1409.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32214,MMETSP1409.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,32214,MMETSP1409.pep.PFAM34.0.domtblout.tab
470,1577725,MMETSP1410.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,33541,MMETSP1410.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,33541,MMETSP1410.pep.PFAM34.0.domtblout.tab
471,1577725,MMETSP1411.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32835,MMETSP1411.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,32835,MMETSP1411.pep.PFAM34.0.domtblout.tab
472,1577725,MMETSP1412.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,11,MMETSP1412.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,11,MMETSP1412.pep.PFAM34.0.domtblout.tab
473,1577725,MMETSP1413.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31330,MMETSP1413.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,31330,MMETSP1413.pep.PFAM34.0.domtblout.tab
474,1577725,MMETSP1414.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31645,MMETSP1414.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,31645,MMETSP1414.pep.PFAM34.0.domtblout.tab
475,1577725,MMETSP1415.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32114,MMETSP1415.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,32114,MMETSP1415.pep.PFAM34.0.domtblout.tab
476,1577725,MMETSP1416.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32370,MMETSP1416.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,32370,MMETSP1416.pep.PFAM34.0.domtblout.tab
477,1577725,MMETSP1417.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31653,MMETSP1417.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,31653,MMETSP1417.pep.PFAM34.0.domtblout.tab
478,1577725,MMETSP1418.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32031,MMETSP1418.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,32031,MMETSP1418.pep.PFAM34.0.domtblout.tab
479,1577725,MMETSP1419.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32475,MMETSP1419.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,32475,MMETSP1419.pep.PFAM34.0.domtblout.tab
480,1577725,MMETSP1420.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31868,MMETSP1420.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,31868,MMETSP1420.pep.PFAM34.0.domtblout.tab
481,1577725,MMETSP1421.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31645,MMETSP1421.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,31645,MMETSP1421.pep.PFAM34.0.domtblout.tab
482,1577725,MMETSP1422.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31812,MMETSP1422.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,31812,MMETSP1422.pep.PFAM34.0.domtblout.tab
483,71861,MMETSP0270.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,142452,MMETSP0270.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,142452,MMETSP0270.pep.PFAM34.0.domtblout.tab
